34818,8685,1
200708,678,1
51206,23054,2
12296,3019,4
49161,1391,1
30734,3848,2
47123,11180,12
49175,1949,1
49177,1758,2
204829,8306,4
47134,28834,8
205829,2857,4
38920,3065,2
60083,1208,1
59447,53861,81
203445,829,1
200774,2913,4
28746,20039,7
47185,1228,1
47190,831,1
24667,2771,1
59487,2162,1
59490,3485,1
202859,4067,2
43116,1439,1
28781,5388,1
204912,6969,3
196627,677,1
24692,1389,2
41077,4831,2
204918,2554,1
30840,7122,4
196733,4418,3
201411,4413,4
202900,2579,1
12444,31960,14
51361,1496,1
34984,9118622,2035
20649,213086,60
34987,14817,4
28845,1678,1
34996,664,1
39095,17304,7
47288,101371,19
47294,1450,1
28865,5913,2
8386,1686172,509
58059,35545,5
43210,1025,1
43231,2247,3
47331,50531,24
30758,1530,1
43242,81688,9
43260,1824239,228
16041,3723,2
57600,738,1
39172,10317,4
35079,1745,1
49879,21602,5
8466,2224,1
51476,1021,1
59674,47109,24
43300,959,1
28967,2320,2
205101,15918,15
12599,24158,13
8505,972,1
43322,3494,1
49467,43052,36
201021,8115,3
43331,4306,4
8517,284836,137
51703,1662,2
205416,1631,1
203083,4004,4
51533,8442,1
41296,29305,7
51540,139136,45
39253,1376,1
43352,33525,8
24922,34809,19
43356,33648,22
51557,25100,17
51559,748695,191
201064,1369,1
196971,1912,1
31085,1438,1
24944,3534,1
35185,5506,3
199038,2471,1
43391,52754,48
20864,3561,1
51585,1500,1
39298,1296,2
62187,2187,1
29060,1284,2
205192,2728,2
205196,782,1
8589,990,1
43417,2865,2
49563,1337,1
43425,805,1
47524,2719073,361
51625,32006,7
197042,1603,1
12729,1322,1
12735,1314137,401
201160,5615,4
41417,1526,1
203216,111504,6
29144,7878,7
43488,1475,1
8678,195991,14
12777,16956,2
57834,11159,4
8685,100925,57
59886,4602,4
51695,74749,13
20978,267425,172
57844,93535,34
12794,6044,5
35331,638,1
29189,8026,3
203271,12681,2
49672,1367,1
197130,942,1
61966,3949,2
8721,1108,1
62211,2326,2
197143,37875,12
203289,4448,3
51739,3126,1
57886,609,1
2592,3332,1
42075,1024,1
29221,1806,1
2600,1623,1
31274,853,1
6707,605,1
25145,1747849,115
12861,12451,5
43582,884,1
59895,7884,4
12873,1518,1
31307,1173,1
29262,67243,48
12891,17106,7
62054,12533,8
12903,21769,10
12908,9288,3
62061,2836,4
205424,8012,12
60027,2794,4
8831,4244,3
203393,7115,4
31365,1271,1
203399,1167,1
39562,991,1
35474,1962,1
60056,3009,2
206959,659,1
58012,4887,1
43677,4333,5
39582,212693,128
8869,3525,2
6823,85681,22
49840,7121,8
12978,686913,210
49843,678,1
60093,2170,1
39615,13353,12
60096,3790,3
58051,5092,1
43716,2847,2
49861,7024,1
199366,25893,17
51915,611,1
197328,579456,336
49875,758,1
41686,2479,1
29399,70885,17
198436,14718,16
35547,830,1
49887,3567,1
25323,3054,1
31471,3831,2
60146,14116,3
8947,4952,3
47865,6741,2
29434,27243,6
199419,3065,4
21245,3965,3
31486,835541,3
43779,930,1
41735,1662,1
197386,3990,1
47883,125581,115
58127,65825,2
47894,149363,20
41755,2333,1
58151,70939,2
9000,11640,10
29483,882,1
58156,1518,1
13102,3446,2
201520,31739,7
31541,6571,4
2872,63790,3
199484,218050,60
9021,293054,123
49632,12137,10
58183,795,1
41801,4142,2
47952,5484,3
13138,13623,8
60250,1369,1
58203,3287,2
201274,1161,1
20967,2830,1
29549,2855,2
9074,22273,5
52093,658,1
58242,1522,2
9095,20092,3
201618,6472,2
13204,2594,4
52117,14970,1
59887,3128,1
31645,3669,2
9121,2957125,2008
31654,12047,8
50090,3633,3
41902,6886,5
21427,2222,1
58295,3248,1
199608,74606,7
31674,860,1
205757,2040,2
50111,1225,1
205768,725,1
31689,30636,20
31691,746,1
41933,1500,1
205782,694,1
31704,2128,1
197597,1995,1
25566,915,1
201688,2895,1
25594,1369,1
9215,2528,4
197633,129208,12
205826,759,1
8363,1910,1
203606,1647,1
58109,930,1
15374,0,0
41999,4500,1
39427,4864,4
197654,5590,2
205852,3171,2
15390,16002,8
203810,6609,7
199515,15550,1
33830,9102,4
205877,7239,3
33856,148703,5
205893,1830,1
42055,56441,10
50264,7262,5
51729,1607,1
15464,73941,25
205935,16020,4
3188,34947,14
33910,2261,1
205951,5250,4
62369,844,1
199812,1463,1
205961,1629,1
205335,4562,6
203925,13844,5
48292,4802,6
33960,1943,1
203634,1376,1
60596,868,1
206008,1072,1
48313,3592,1
48319,1420,1
201928,36394,9
50385,1580,1
199907,75421,5
44261,1368,1
42193,1677,2
42216,61363,2
202620,3725,4
12840,8650,7
44274,639,1
60659,615,1
56582,234756,39
199984,10528,7
197906,4605,1
197912,1459,1
198970,3265,5
197916,2858,1
206119,125506,4
15656,244782,123
50055,2059,1
42287,3935,2
60721,83558,20
197941,1795,1
202790,4366,4
202048,1388,1
56643,17388,4
34117,4353,1
200006,878,1
48456,4064,2
56650,2938,1
42321,13556,1
5458,1281,1
206163,30960,5
57914,3424,2
196837,968,1
5474,78408,5
44389,3485,1
206192,1320,2
34162,1363,1
51435,2098,1
205725,1658,2
203611,1741,1
15755,24393,4
206227,1153,1
202991,1015,1
202143,2398,1
60847,2679,4
42421,71584,7
15798,16283,10
39841,20994,4
15819,1410,1
60881,1907,1
206887,898,1
60896,1888,2
15843,1933,1
48631,1302,1
206328,6019,4
48644,11914,7
44558,550633,204
60946,1727,1
44565,468189,33
15897,465490,284
56860,1083,1
197894,3481,1
206375,30375,12
200967,1441,1
