8456,36428,18
15924,296635,205
198208,3242,3
206409,2925,2
206416,768,1
42584,39146,14
44637,2782,2
34398,868,1
48737,176736,59
34403,9417,5
34418,10085,3
64447,195,1
204056,126935,5
44713,1463,1
34478,3442,2
198325,73973,9
50875,9455,8
16069,1441,1
61132,2216,1
42701,9433,5
42716,860,1
44766,20064,1
50913,2756,1
42736,1558,1
50941,15092,16
48895,11176,4
206595,3194,1
206556,1384,1
16135,277538,169
202711,5218,1
198417,1992,3
204079,2955,2
203711,796,1
34593,2440,2
202536,5968,4
13278,1907,1
42807,80011,21
48953,70053,29
34619,131955,116
202557,1493,1
57152,86335,11
62433,635,1
51021,859,1
202588,1639,1
24891,3792,1
49126,21355,32
198511,3508,1
42868,13613,5
44922,48395,15
200571,1286,1
34684,7953,6
49027,6250,2
200684,4025,1
206561,871,1
42910,666586,213
61345,10495,12
61347,57934,2
42926,494829,388
34736,2110,1
34755,55730,4
206806,1557,1
42967,4469,1
199333,1668,1
51174,3091,1
61420,814,1
42999,10084,1
52033,13122,8
